timestamp,seq,cpu_percent,rx_bytes,tx_bytes,rx_drop,tx_drop,tcp_retrans_segs,tcp_retrans_delta,send_success,rtt_ms,jitter_ms,total_sent,total_success,total_failures,loss_rate
1761477884.8352308,98,9.8,71781,78146,0,0,0,0,1,44.82,4.167,99,99,0,0.0
1761477887.8834572,99,26.9,72329,78921,0,0,0,0,1,42.819,4.032,100,100,0,0.0
1761477890.9304729,100,14.3,72877,79697,0,0,0,0,1,42.773,3.783,101,101,0,0.0
1761477893.9796627,101,25.8,73495,80474,0,0,0,0,1,42.612,3.557,102,102,0,0.0
1761477897.0320792,102,9.9,74043,81251,0,0,0,0,1,43.582,3.395,103,103,0,0.0
1761477900.0796692,103,10.4,74591,82028,0,0,0,0,1,43.941,3.205,104,104,0,0.0
1761477903.1263785,104,15.7,75139,82805,0,0,0,0,1,42.177,3.115,105,105,0,0.0
1761477906.1737444,105,23.7,75687,83581,0,0,0,0,1,43.339,2.993,106,106,0,0.0
1761477909.2203813,106,11.8,76235,84356,0,0,0,0,1,42.203,2.877,107,107,0,0.0
1761477912.2664044,107,15.5,76783,85133,0,0,0,0,1,41.906,2.716,108,108,0,0.0
1761477915.3137894,108,14.8,77331,85910,0,0,0,0,1,42.94,2.611,109,109,0,0.0
1761477918.359119,109,23.0,77879,86686,0,0,0,0,1,41.379,2.545,110,110,0,0.0
1761477921.4033387,110,13.8,78427,87462,0,0,0,0,1,42.605,2.463,111,111,0,0.0
1761477924.4484499,111,15.5,78975,88237,0,0,0,0,1,41.402,2.384,112,112,0,0.0
1761477927.494338,112,19.3,79523,89014,0,0,0,0,1,41.552,2.244,113,113,0,0.0
1761477930.5410054,113,22.3,80071,89791,0,0,0,0,1,42.555,2.167,114,114,0,0.0
1761477933.5867927,114,11.1,80619,90568,0,0,0,0,1,41.482,2.098,115,115,0,0.0
1761477936.632688,115,23.4,81167,91345,0,0,0,0,1,42.274,2.017,116,116,0,0.0
1761477939.6786506,116,11.9,81715,92121,0,0,0,0,1,41.991,1.908,117,117,0,0.0
1761477942.7276783,117,15.3,82263,92898,0,0,0,0,1,45.032,1.979,118,118,0,0.0
1761477945.7717664,118,10.5,82811,93673,0,0,0,0,1,41.564,2.072,119,119,0,0.0
1761477948.820149,119,23.5,83359,94450,0,0,0,0,1,44.508,2.127,120,120,0,0.0
1761477951.8661788,120,10.7,83907,95227,0,0,0,0,1,42.126,2.143,121,121,0,0.0
1761477954.9285812,121,21.4,84455,96003,0,0,0,0,1,57.054,2.942,122,122,0,0.0
1761477957.9930148,122,11.9,85003,96780,0,0,0,0,1,53.824,2.96,123,123,0,0.0
1761477961.041777,123,25.0,85551,97557,0,0,0,0,1,43.747,3.405,124,124,0,0.0
1761477964.0902956,124,12.9,86099,98333,0,0,0,0,1,44.522,3.24,125,125,0,0.0
1761477967.1439528,125,18.4,86647,99110,0,0,0,0,1,45.332,3.088,126,126,0,0.0
1761477970.1894372,126,7.8,87195,99886,0,0,0,0,1,42.337,3.083,127,127,0,0.0
1761477973.2366736,127,22.3,87743,100663,0,0,0,0,1,43.333,2.952,128,128,0,0.0
1761477976.2824614,128,20.7,88291,101440,0,0,0,0,1,42.255,2.835,129,129,0,0.0
1761477979.3287842,129,10.6,88839,102217,0,0,0,0,1,42.184,2.662,130,130,0,0.0
1761477982.374229,130,22.1,89387,102994,0,0,0,0,1,42.389,2.509,131,131,0,0.0
1761477985.4262123,131,10.1,89935,103771,0,0,0,0,1,46.782,2.626,132,132,0,0.0
1761477988.4726112,132,26.3,90483,104548,0,0,0,0,1,41.567,2.788,133,133,0,0.0
1761477991.519629,133,19.0,91031,105325,0,0,0,0,1,42.007,2.641,134,134,0,0.0
1761477994.5676732,134,11.6,91579,106102,0,0,0,0,1,42.155,2.486,135,135,0,0.0
1761477997.613863,135,23.2,92127,106878,0,0,0,0,1,41.795,2.353,136,136,0,0.0
1761478000.66042,136,10.9,92675,107655,0,0,0,0,1,41.925,2.214,137,137,0,0.0
1761478003.7081163,137,24.7,93223,108431,0,0,0,0,1,43.188,2.154,138,138,0,0.0
1761478006.7561398,138,42.2,93771,109207,0,0,0,0,1,43.733,2.054,139,139,0,0.0
1761478009.803738,139,65.8,94319,109984,0,0,0,0,1,42.356,2.012,140,140,0,0.0
1761478012.8547797,140,35.0,94867,110761,0,0,0,0,1,42.99,1.925,141,141,0,0.0
1761478015.9037068,141,42.6,95415,111538,0,0,0,0,1,42.857,1.813,142,142,0,0.0
1761478018.949672,142,13.8,95963,112314,0,0,0,0,1,41.667,1.774,143,143,0,0.0
1761478022.003308,143,15.6,96511,113091,0,0,0,0,1,42.323,1.705,144,144,0,0.0
1761478025.050531,144,11.2,97059,113867,0,0,0,0,1,42.863,1.632,145,145,0,0.0
1761478028.1012797,145,12.9,97607,114643,0,0,0,0,1,45.46,1.692,146,146,0,0.0
1761478031.1516154,146,14.5,98155,115420,0,0,0,0,1,44.413,1.652,147,147,0,0.0
1761478034.2046075,147,13.7,98703,116195,0,0,0,0,1,42.83,1.648,148,148,0,0.0
1761478037.2520206,148,16.4,99321,116972,0,0,0,0,1,42.849,1.546,149,149,0,0.0
1761478040.2979634,149,11.6,99869,117819,0,0,0,0,1,41.927,1.507,150,150,0,0.0
1761478043.3522978,150,15.7,100417,118596,0,0,0,0,1,45.835,1.657,151,151,0,0.0
1761478046.400715,151,12.0,101035,119372,0,0,0,0,1,43.175,1.72,152,152,0,0.0
1761478049.4497325,152,15.3,101583,120149,0,0,0,0,1,44.354,1.686,153,153,0,0.0
1761478052.4993567,153,16.8,102131,120926,0,0,0,0,1,43.684,1.622,154,154,0,0.0
1761478055.5481486,154,14.5,102679,121703,0,0,0,0,1,42.794,1.577,155,155,0,0.0
1761478058.600266,155,15.1,103227,122478,0,0,0,0,1,45.143,1.625,156,156,0,0.0
1761478061.6476173,156,18.7,103775,123254,0,0,0,0,1,43.884,1.602,157,157,0,0.0
1761478064.697032,157,15.1,104323,124031,0,0,0,0,1,41.955,1.622,158,158,0,0.0
1761478067.74372,158,12.6,104871,124807,0,0,0,0,1,41.462,1.552,159,159,0,0.0
1761478070.7924013,159,11.3,105419,125584,0,0,0,0,1,43.671,1.593,160,160,0,0.0
1761478073.8401175,160,16.3,105967,126361,0,0,0,0,1,43.887,1.507,161,161,0,0.0
1761478076.8881993,161,12.6,106515,127137,0,0,0,0,1,43.604,1.43,162,162,0,0.0
1761478079.936647,162,12.5,107063,127912,0,0,0,0,1,43.908,1.36,163,163,0,0.0
1761478082.9858592,163,13.2,107681,128688,0,0,0,0,1,43.474,1.302,164,164,0,0.0
1761478086.0384195,164,12.8,108299,129465,0,0,0,0,1,44.184,1.265,165,165,0,0.0
1761478089.086678,165,21.4,108987,130242,0,0,0,0,1,43.021,1.259,166,166,0,0.0
1761478092.1350257,166,55.6,109535,131019,0,0,0,0,1,44.491,1.272,167,167,0,0.0
1761478095.1863136,167,30.7,110511,131796,0,0,0,0,1,46.416,1.313,168,168,0,0.0
1761478098.2383704,168,52.7,111059,132571,0,0,0,0,1,46.743,1.251,169,169,0,0.0
1761478101.2873378,169,61.5,111607,133348,0,0,0,0,1,44.752,1.297,170,170,0,0.0
1761478104.3364327,170,38.9,112155,134124,0,0,0,0,1,42.539,1.355,171,171,0,0.0
1761478107.381967,171,19.3,112843,134901,0,0,0,0,1,41.502,1.335,172,172,0,0.0
1761478110.4308922,172,15.1,113391,135678,0,0,0,0,1,43.577,1.381,173,173,0,0.0
1761478113.478638,173,14.7,113939,136455,0,0,0,0,1,42.85,1.34,174,174,0,0.0
1761478116.525689,174,11.9,114487,137232,0,0,0,0,1,42.073,1.305,175,175,0,0.0
1761478119.5711703,175,12.7,115035,138008,0,0,0,0,1,41.5,1.259,176,176,0,0.0
1761478122.6166315,176,17.7,115583,138785,0,0,0,0,1,41.434,1.185,177,177,0,0.0
1761478125.6658604,177,12.7,116131,139562,0,0,0,0,1,43.645,1.249,178,178,0,0.0
1761478128.712815,178,19.7,116679,140339,0,0,0,0,1,42.693,1.23,179,179,0,0.0
1761478131.7602646,179,16.8,117507,141116,0,0,0,0,1,44.691,1.278,180,180,0,0.0
1761478134.8104649,180,11.8,118055,141893,0,0,0,0,1,43.413,1.278,181,181,0,0.0
1761478137.8585043,181,16.6,118603,142670,0,0,0,0,1,42.444,1.259,182,182,0,0.0
1761478140.9048026,182,13.5,119151,143446,0,0,0,0,1,42.22,1.194,183,183,0,0.0
1761478143.9510543,183,18.7,119699,144219,0,0,0,0,1,41.642,1.156,184,184,0,0.0
1761478146.9975243,184,14.3,120247,144996,0,0,0,0,1,41.892,1.099,185,185,0,0.0
1761478150.0485578,185,14.2,120795,145772,0,0,0,0,1,43.979,1.161,186,186,0,0.0
1761478153.0961616,186,45.6,121343,146547,0,0,0,0,1,43.372,1.126,187,187,0,0.0
1761478156.1413758,187,60.4,121891,147324,0,0,0,0,1,41.858,1.15,188,188,0,0.0
1761478159.1877549,188,18.3,122439,148100,0,0,0,0,1,42.401,1.112,189,189,0,0.0
1761478162.2462769,189,26.1,123057,148876,0,0,0,0,1,53.681,1.748,190,190,0,0.0
1761478165.3027756,190,42.1,123605,149652,0,0,0,0,1,49.774,1.883,191,191,0,0.0
1761478168.349729,191,14.0,124153,150429,0,0,0,0,1,41.128,2.306,192,192,0,0.0
1761478171.40204,192,39.6,124701,151205,0,0,0,0,1,45.73,2.449,193,193,0,0.0
1761478187.1139407,0,100.0,7472,1624,0,0,0,0,1,74.27,0.0,1,1,0,0.0
1761478190.166122,1,71.0,9974,2468,0,0,0,0,1,46.684,1.724,2,2,0,0.0
1761478193.2166674,2,38.0,10843,3243,0,0,0,0,1,44.429,1.757,3,3,0,0.0
1761478196.2652535,3,42.3,11881,4088,0,0,0,0,1,42.902,1.743,4,4,0,0.0
1761478199.3162563,4,15.6,13310,4862,0,0,0,0,1,45.677,1.808,5,5,0,0.0
1761478202.3737447,5,16.4,13965,5636,0,0,0,0,1,45.601,1.699,6,6,0,0.0
1761478205.427034,6,15.1,14513,6411,0,0,0,0,1,46.006,1.618,7,7,0,0.0
1761478208.4733725,7,18.3,15061,7185,0,0,0,0,1,42.414,1.742,8,8,0,0.0
1761478211.5240357,8,24.7,15889,8030,0,0,0,0,1,45.954,1.854,9,9,0,0.0
1761478214.5759523,9,39.0,17141,8805,0,0,0,0,1,45.89,1.742,10,10,0,0.0
1761478217.6339123,10,46.1,18183,9581,0,0,0,0,1,47.217,1.716,11,11,0,0.0
1761478220.6859195,11,20.2,18731,10357,0,0,0,0,1,44.643,1.77,12,12,0,0.0
1761478223.7388997,12,34.4,19279,11133,0,0,0,0,1,44.544,1.665,13,13,0,0.0
1761478226.7911878,13,24.8,19827,11907,0,0,0,0,1,46.954,1.712,14,14,0,0.0
1761478229.8404038,14,25.9,20375,12682,0,0,0,0,1,44.906,1.733,15,15,0,0.0
1761478232.891012,15,41.0,20923,13458,0,0,0,0,1,42.817,1.755,16,16,0,0.0
1761478235.9397626,16,21.0,21471,14234,0,0,0,0,1,44.014,1.72,17,17,0,0.0
1761478238.988756,17,54.3,22159,15009,0,0,0,0,1,44.556,1.647,18,18,0,0.0
1761478242.0364273,18,52.8,22847,15854,0,0,0,0,1,42.442,1.676,19,19,0,0.0
1761478245.0835953,19,32.8,23535,16630,0,0,0,0,1,42.173,1.588,20,20,0,0.0
1761478248.1328666,20,19.3,24721,17406,0,0,0,0,1,44.437,1.63,21,21,0,0.0
1761478251.2069638,21,14.7,25409,18182,0,0,0,0,1,68.764,3.049,22,22,0,0.0
1761478254.2547722,22,15.0,26167,18958,0,0,0,0,1,42.265,4.514,23,23,0,0.0
1761478257.310105,23,27.2,26785,19734,0,0,0,0,1,50.992,4.778,24,24,0,0.0
1761478260.366276,24,40.8,27333,20510,0,0,0,0,1,48.343,4.645,25,25,0,0.0
1761478263.413597,25,11.6,27815,21286,0,0,0,0,1,43.997,4.626,26,26,0,0.0
1761478266.4634569,26,14.1,28363,22062,0,0,0,0,1,45.924,4.457,27,27,0,0.0
1761478269.5098848,27,13.8,28911,22837,0,0,0,0,1,42.219,4.41,28,28,0,0.0
1761478272.555424,28,10.9,29459,23612,0,0,0,0,1,41.721,4.166,29,29,0,0.0
1761478275.6008153,29,12.8,30007,24388,0,0,0,0,1,41.44,3.923,30,30,0,0.0
1761478278.6475565,30,16.0,30555,25163,0,0,0,0,1,41.855,3.704,31,31,0,0.0
1761478281.7000556,31,46.3,31103,25938,0,0,0,0,1,46.189,3.743,32,32,0,0.0
1761478284.7457314,32,32.2,31651,26713,0,0,0,0,1,41.467,3.804,33,33,0,0.0
1761478287.7938962,33,19.5,32199,27488,0,0,0,0,1,43.435,3.69,34,34,0,0.0
1761478290.8420653,34,25.3,32747,28264,0,0,0,0,1,44.546,3.528,35,35,0,0.0
1761478293.8859684,35,34.9,33435,29039,0,0,0,0,1,41.815,3.479,36,36,0,0.0
1761478296.9324293,36,23.6,33983,29815,0,0,0,0,1,41.879,3.265,37,37,0,0.0
1761478299.9807851,37,32.6,34531,30591,0,0,0,0,1,43.761,3.179,38,38,0,0.0
1761478303.0268545,38,26.1,35289,31366,0,0,0,0,1,42.027,3.088,39,39,0,0.0
1761478306.0716636,39,21.5,35907,32211,0,0,0,0,1,41.361,2.937,40,40,0,0.0
1761478309.1224015,40,20.6,36455,32987,0,0,0,0,1,43.256,2.872,41,41,0,0.0
1761478312.1733253,41,27.6,37571,33763,0,0,0,0,1,44.543,2.773,42,42,0,0.0
1761478315.221553,42,48.7,38189,34538,0,0,0,0,1,43.023,2.695,43,43,0,0.0
1761478318.2690403,43,29.0,38877,35313,0,0,0,0,1,42.989,2.528,44,44,0,0.0
1761478321.320844,44,35.5,39425,36089,0,0,0,0,1,48.245,2.699,45,45,0,0.0
1761478324.3699722,45,34.1,39973,36865,0,0,0,0,1,44.417,2.769,46,46,0,0.0
1761478327.419234,46,64.8,40661,37640,0,0,0,0,1,41.871,2.755,47,47,0,0.0
1761478330.4671063,47,45.3,41279,38415,0,0,0,0,1,41.578,2.601,48,48,0,0.0
1761478333.5195081,48,31.7,41827,39191,0,0,0,0,1,46.728,2.761,49,49,0,0.0
1761478336.5654378,49,14.9,42445,39967,0,0,0,0,1,41.844,2.893,50,50,0,0.0
1761478339.6176274,50,23.5,42993,40743,0,0,0,0,1,45.081,2.915,51,51,0,0.0
1761478342.6700377,51,21.7,43541,41518,0,0,0,0,1,46.303,2.809,52,52,0,0.0
1761478345.7171617,52,14.8,44089,42294,0,0,0,0,1,41.556,2.93,53,53,0,0.0
1761478348.7619767,53,13.8,44637,43070,0,0,0,0,1,41.399,2.757,54,54,0,0.0
1761478351.810406,54,16.9,45185,43845,0,0,0,0,1,43.039,2.687,55,55,0,0.0
1761478354.857928,55,12.6,45733,44621,0,0,0,0,1,42.532,2.551,56,56,0,0.0
1761478357.9040937,56,18.9,46281,45397,0,0,0,0,1,41.683,2.445,57,57,0,0.0
1761478360.9556174,57,13.0,46829,46172,0,0,0,0,1,45.043,2.502,58,58,0,0.0
1761478364.0041032,58,17.7,47377,46948,0,0,0,0,1,42.879,2.481,59,59,0,0.0
1761478367.0523007,59,10.9,47925,47723,0,0,0,0,1,42.662,2.339,60,60,0,0.0
1761478370.0978582,60,16.1,48473,48499,0,0,0,0,1,41.472,2.267,61,61,0,0.0
1761478373.1430738,61,23.4,49021,49275,0,0,0,0,1,41.676,2.138,62,62,0,0.0
1761478376.1917608,62,30.9,49569,50052,0,0,0,0,1,45.017,2.213,63,63,0,0.0
1761478432.577812,0,92.9,6041,1625,0,0,0,0,1,60.602,0.0,1,1,0,0.0
1761478435.6253002,1,63.6,8408,2469,0,0,0,0,1,42.375,1.139,2,2,0,0.0
1761478438.6745288,2,28.9,9277,3244,0,0,0,0,1,43.257,1.123,3,3,0,0.0
1761478441.726669,3,18.3,10105,4018,0,0,0,0,1,44.567,1.135,4,4,0,0.0
1761478444.7767959,4,24.7,11851,4863,0,0,0,0,1,44.135,1.091,5,5,0,0.0
1761478447.8236716,5,21.1,12399,5638,0,0,0,0,1,43.011,1.093,6,6,0,0.0
1761478450.8822844,6,42.8,12947,6412,0,0,0,0,1,50.837,1.514,7,7,0,0.0
1761478453.9363377,7,38.4,13495,7187,0,0,0,0,1,45.752,1.737,8,8,0,0.0
1761478456.986063,8,35.8,14323,7962,0,0,0,0,1,41.693,1.882,9,9,0,0.0
1761478460.0326357,9,49.4,15468,8806,0,0,0,0,1,42.175,1.794,10,10,0,0.0
