global_round,started_at,finished_at,round_time,n_expected,n_received,avg_local_train_time,avg_model_delta_norm,avg_staleness,hosts
13,1761477612.8523827,1761477614.5519462,1.6995635032653809,3,3,0.014667,191.434762,0,"10.0.1.1,10.0.2.1,10.0.1.1"
14,1761477614.551947,1761477616.9810567,2.429109573364258,3,3,0.020133,197.18637,0,"10.0.2.1,10.0.1.1,10.0.2.1"
15,1761477616.981058,1761477619.6211085,2.6400506496429443,3,3,0.016967,191.45337,0,"10.0.1.1,10.0.2.1,10.0.1.1"
16,1761477619.6211092,1761477621.0578635,1.4367542266845703,3,3,0.010167,194.172317,0,"10.0.2.1,10.0.1.1,10.0.2.1"
17,1761477621.0578642,1761477624.711621,3.653756856918335,3,3,0.0242,198.346039,0,"10.0.1.1,10.0.2.1,10.0.1.1"
18,1761477624.7116225,1761477626.1815224,1.4698998928070068,3,3,0.011433,209.63963,0,"10.0.2.1,10.0.1.1,10.0.2.1"
19,1761477626.1815238,1761477627.2268085,1.0452847480773926,3,3,0.014033,194.142823,0,"10.0.2.1,10.0.1.1,10.0.2.1"
20,1761477627.2268093,1761477630.8148587,3.5880494117736816,3,3,0.019333,190.415221,0,"10.0.1.1,10.0.2.1,10.0.2.1"
21,1761477630.8148599,1761477631.8590963,1.044236421585083,3,3,0.017633,188.345866,0,"10.0.1.1,10.0.2.1,10.0.2.1"
22,1761477631.859097,1761477633.374804,1.515707015991211,3,3,0.0102,194.647275,0,"10.0.1.1,10.0.1.1,10.0.2.1"
23,1761477633.3748047,1761477635.4360535,2.061248779296875,3,3,0.020267,194.47602,0,"10.0.2.1,10.0.1.1,10.0.2.1"
24,1761477635.4360542,1761477637.9814372,2.5453829765319824,3,3,0.010967,194.206676,0,"10.0.1.1,10.0.2.1,10.0.1.1"
25,1761477637.9814405,1761477639.029448,1.0480074882507324,3,3,0.016567,194.928087,0,"10.0.2.1,10.0.1.1,10.0.1.1"
26,1761477639.029449,1761477641.0619962,2.0325472354888916,3,3,0.0144,200.69686,0,"10.0.2.1,10.0.2.1,10.0.1.1"
27,1761477641.061997,1761477642.5868115,1.5248146057128906,3,3,0.011033,197.732634,0,"10.0.2.1,10.0.2.1,10.0.1.1"
28,1761477642.5868132,1761477643.654502,1.0676887035369873,3,3,0.010333,199.035271,0,"10.0.1.1,10.0.2.1,10.0.2.1"
29,1761477643.6545029,1761477645.1479976,1.4934947490692139,3,3,0.010967,191.980211,0,"10.0.1.1,10.0.2.1,10.0.1.1"
30,1761477645.1479986,1761477647.2186444,2.070645809173584,3,3,0.017433,194.933202,0,"10.0.2.1,10.0.1.1,10.0.1.1"
31,1761477647.2186453,1761477649.2463183,2.0276730060577393,3,3,0.0139,198.359155,0,"10.0.2.1,10.0.2.1,10.0.1.1"
32,1761477649.2463188,1761477650.2692275,1.0229086875915527,3,3,0.0104,191.785352,0,"10.0.2.1,10.0.1.1,10.0.2.1"
33,1761477650.2692282,1761477651.3108256,1.0415973663330078,3,3,0.0104,202.565906,0,"10.0.1.1,10.0.2.1,10.0.1.1"
34,1761477651.3108263,1761477653.3246367,2.013810396194458,3,3,0.010867,194.804663,0,"10.0.2.1,10.0.1.1,10.0.2.1"
35,1761477653.3246381,1761477654.8616624,1.5370242595672607,3,3,0.010267,191.864822,0,"10.0.1.1,10.0.2.1,10.0.1.1"
36,1761477654.8616633,1761477655.885826,1.024162769317627,3,3,0.010333,191.217225,0,"10.0.2.1,10.0.1.1,10.0.2.1"
37,1761477655.8858268,1761477657.435245,1.5494182109832764,3,3,0.010467,195.451045,0,"10.0.1.1,10.0.2.1,10.0.1.1"
38,1761477657.435246,1761477659.4812186,2.0459725856781006,3,3,0.017133,189.036905,0,"10.0.2.1,10.0.1.1,10.0.2.1"
39,1761477659.4812193,1761477661.5097349,2.028515577316284,3,3,0.010433,207.152171,0,"10.0.1.1,10.0.2.1,10.0.1.1"
40,1761477661.5097384,1761477662.5361073,1.0263688564300537,3,3,0.0106,191.897797,0,"10.0.2.1,10.0.1.1,10.0.2.1"
41,1761477662.5361078,1761477663.5796576,1.0435497760772705,3,3,0.010733,202.151207,0,"10.0.1.1,10.0.2.1,10.0.1.1"
42,1761477663.5796585,1761477665.5928638,2.0132052898406982,3,3,0.0104,197.372791,0,"10.0.2.1,10.0.1.1,10.0.2.1"
43,1761477665.5928648,1761477667.1913428,1.598478078842163,3,3,0.0108,194.509233,0,"10.0.1.1,10.0.2.1,10.0.1.1"
44,1761477667.1913445,1761477668.1588738,0.967529296875,3,3,0.010433,210.060372,0,"10.0.2.1,10.0.1.1,10.0.2.1"
45,1761477668.1588745,1761477669.744937,1.5860624313354492,3,3,0.010133,197.848923,0,"10.0.1.1,10.0.2.1,10.0.1.1"
46,1761477669.7449389,1761477671.2738986,1.5289597511291504,3,3,0.014133,193.583548,0,"10.0.2.1,10.0.2.1,10.0.1.1"
47,1761477671.2738993,1761477672.270268,0.9963686466217041,3,3,0.010233,197.785797,0,"10.0.2.1,10.0.1.1,10.0.2.1"
48,1761477672.2702687,1761477674.3260403,2.055771589279175,3,3,0.012367,196.297598,0,"10.0.1.1,10.0.2.1,10.0.1.1"
49,1761477674.3260415,1761477675.351883,1.025841474533081,3,3,0.010133,204.370189,0,"10.0.2.1,10.0.2.1,10.0.1.1"
50,1761477675.3518834,1761477677.4104688,2.0585854053497314,3,3,0.011867,194.167503,0,"10.0.1.1,10.0.2.1,10.0.1.1"
51,1761477677.4104695,1761477678.4162407,1.0057711601257324,3,3,0.011233,193.515798,0,"10.0.2.1,10.0.1.1,10.0.2.1"
52,1761477678.4162414,1761477679.9634032,1.5471618175506592,3,3,0.0106,203.449409,0,"10.0.2.1,10.0.1.1,10.0.1.1"
53,1761477679.9634042,1761477680.9956188,1.032214641571045,3,3,0.011767,195.297708,0,"10.0.2.1,10.0.1.1,10.0.2.1"
54,1761477680.99562,1761477683.5334618,2.537841796875,3,3,0.0103,194.315673,0,"10.0.1.1,10.0.2.1,10.0.2.1"
55,1761477683.5334623,1761477684.0566356,0.5231733322143555,3,3,0.013667,197.133167,0,"10.0.1.1,10.0.2.1,10.0.1.1"
56,1761477684.056636,1761477686.5949233,2.5382871627807617,3,3,0.0108,197.131768,0,"10.0.2.1,10.0.1.1,10.0.2.1"
57,1761477686.594924,1761477687.137954,0.5430300235748291,3,3,0.0104,198.257963,0,"10.0.1.1,10.0.2.1,10.0.1.1"
58,1761477687.1379552,1761477688.6707158,1.5327606201171875,3,3,0.010533,193.683407,0,"10.0.2.1,10.0.1.1,10.0.2.1"
59,1761477688.6707172,1761477690.1901677,1.5194504261016846,3,3,0.010333,196.451434,0,"10.0.1.1,10.0.2.1,10.0.1.1"
60,1761477690.1901684,1761477691.7436516,1.553483247756958,3,3,0.010867,194.361646,0,"10.0.2.1,10.0.1.1,10.0.2.1"
61,1761477691.7436526,1761477692.7618487,1.0181961059570312,3,3,0.0104,191.44957,0,"10.0.1.1,10.0.2.1,10.0.1.1"
62,1761477692.7618494,1761477694.8026724,2.040822982788086,3,3,0.010233,192.905633,0,"10.0.2.1,10.0.1.1,10.0.2.1"
63,1761477694.802673,1761477695.823921,1.0212478637695312,3,3,0.012067,186.701423,0,"10.0.1.1,10.0.1.1,10.0.2.1"
64,1761477695.8239214,1761477696.89246,1.0685386657714844,3,3,0.011067,200.434682,0,"10.0.1.1,10.0.2.1,10.0.2.1"
65,1761477696.8924606,1761477698.9201598,2.0276992321014404,3,3,0.014133,200.246181,0,"10.0.1.1,10.0.1.1,10.0.2.1"
66,1761477698.9201605,1761477700.4113245,1.491163969039917,3,3,0.010367,188.405767,0,"10.0.1.1,10.0.2.1,10.0.1.1"
67,1761477700.4113255,1761477701.9941204,1.5827949047088623,3,3,0.010833,200.589336,0,"10.0.2.1,10.0.1.1,10.0.2.1"
68,1761477701.9941237,1761477703.4853578,1.4912340641021729,3,3,0.010433,197.235729,0,"10.0.1.1,10.0.2.1,10.0.1.1"
69,1761477703.485359,1761477705.024536,1.5391769409179688,3,3,0.0103,200.694929,0,"10.0.2.1,10.0.1.1,10.0.1.1"
70,1761477705.0245366,1761477707.0809093,2.05637264251709,3,3,0.013833,194.133836,0,"10.0.2.1,10.0.1.1,10.0.2.1"
71,1761477707.08091,1761477708.1119459,1.0310359001159668,3,3,0.0135,192.682416,0,"10.0.1.1,10.0.1.1,10.0.2.1"
72,1761477708.1119466,1761477710.6600919,2.548145294189453,3,3,0.015933,191.250792,0,"10.0.1.1,10.0.2.1,10.0.1.1"
73,1761477710.6600926,1761477711.7036207,1.0435280799865723,3,3,0.015,197.631717,0,"10.0.2.1,10.0.1.1,10.0.2.1"
74,1761477711.7036211,1761477713.2464116,1.542790412902832,3,3,0.010667,196.148709,0,"10.0.1.1,10.0.1.1,10.0.2.1"
75,1761477713.2464123,1761477714.7866817,1.540269374847412,3,3,0.0102,194.788728,0,"10.0.2.1,10.0.1.1,10.0.1.1"
76,1761477714.7866838,1761477715.8055542,1.0188703536987305,3,3,0.010133,192.329468,0,"10.0.2.1,10.0.1.1,10.0.2.1"
77,1761477715.8055549,1761477717.338945,1.5333900451660156,3,3,0.014,194.55039,0,"10.0.1.1,10.0.2.1,10.0.1.1"
78,1761477717.3389459,1761477719.8798027,2.5408568382263184,3,3,0.0103,185.266905,0,"10.0.1.1,10.0.2.1,10.0.1.1"
79,1761477719.8798032,1761477720.3987312,0.518928050994873,3,3,0.0117,194.451759,0,"10.0.2.1,10.0.2.1,10.0.1.1"
80,1761477720.3987317,1761477722.9380715,2.539339780807495,3,3,0.012033,191.973766,0,"10.0.1.1,10.0.2.1,10.0.1.1"
81,1761477722.938072,1761477723.9849465,1.0468745231628418,3,3,0.015433,197.683241,0,"10.0.1.1,10.0.2.1,10.0.1.1"
82,1761477723.9849472,1761477725.526404,1.541456699371338,3,3,0.0116,194.016565,0,"10.0.2.1,10.0.1.1,10.0.2.1"
83,1761477725.5264046,1761477727.0446243,1.5182197093963623,3,3,0.0103,196.40057,0,"10.0.1.1,10.0.2.1,10.0.1.1"
84,1761477727.044625,1761477728.0767016,1.0320765972137451,3,3,0.010733,190.240293,0,"10.0.2.1,10.0.1.1,10.0.2.1"
85,1761477728.0767038,1761477731.1398685,3.063164710998535,3,3,0.018133,193.010212,0,"10.0.1.1,10.0.2.1,10.0.1.1"
86,1761477731.139869,1761477732.1751487,1.0352797508239746,3,3,0.012533,195.812714,0,"10.0.2.1,10.0.1.1,10.0.2.1"
87,1761477732.1751497,1761477733.212402,1.037252426147461,3,3,0.011333,192.979971,0,"10.0.1.1,10.0.2.1,10.0.1.1"
88,1761477733.212403,1761477735.7642379,2.55183482170105,3,3,0.013933,199.945682,0,"10.0.2.1,10.0.1.1,10.0.1.1"
89,1761477735.7642384,1761477737.3006058,1.536367416381836,3,3,0.0148,208.003569,0,"10.0.2.1,10.0.2.1,10.0.1.1"
90,1761477737.3006077,1761477738.8434122,1.542804479598999,3,3,0.0102,196.771548,0,"10.0.2.1,10.0.1.1,10.0.2.1"
91,1761477738.8434126,1761477739.863531,1.0201184749603271,3,3,0.012033,196.45818,0,"10.0.1.1,10.0.2.1,10.0.1.1"
92,1761477739.8635316,1761477741.9235468,2.0600152015686035,3,3,0.0181,186.685673,0,"10.0.2.1,10.0.1.1,10.0.2.1"
93,1761477741.9235477,1761477743.9585595,2.0350117683410645,3,3,0.0123,196.680857,0,"10.0.1.1,10.0.2.1,10.0.1.1"
94,1761477743.9585602,1761477745.0050476,1.0464873313903809,3,3,0.012367,200.721426,0,"10.0.2.1,10.0.1.1,10.0.2.1"
95,1761477745.0050483,1761477747.5159054,2.510857105255127,3,3,0.014567,200.640847,0,"10.0.1.1,10.0.2.1,10.0.1.1"
96,1761477747.515906,1761477748.5801332,1.0642271041870117,3,3,0.0142,194.700077,0,"10.0.1.1,10.0.2.1,10.0.2.1"
97,1761477748.580134,1761477750.5668564,1.986722469329834,3,3,0.0102,203.674271,0,"10.0.1.1,10.0.2.1,10.0.1.1"
98,1761477750.5668569,1761477752.11583,1.5489730834960938,3,3,0.012833,205.047322,0,"10.0.2.1,10.0.1.1,10.0.1.1"
99,1761477752.1158304,1761477753.646579,1.5307486057281494,3,3,0.013633,210.953041,0,"10.0.2.1,10.0.2.1,10.0.1.1"
100,1761477753.6465797,1761477756.1938674,2.547287702560425,3,3,0.013733,195.22495,0,"10.0.2.1,10.0.1.1,10.0.1.1"
101,1761477756.1938684,1761477757.2716327,1.0777642726898193,3,3,0.014667,194.487531,0,"10.0.2.1,10.0.1.1,10.0.2.1"
102,1761477757.2716336,1761477759.8206127,2.5489790439605713,3,3,0.014,194.37497,0,"10.0.1.1,10.0.2.1,10.0.1.1"
103,1761477759.8206131,1761477761.902188,2.0815749168395996,3,3,0.018833,199.261765,0,"10.0.1.1,10.0.2.1,10.0.1.1"
104,1761477761.9021888,1761477762.9162989,1.0141100883483887,3,3,0.0101,192.714622,0,"10.0.2.1,10.0.2.1,10.0.1.1"
105,1761477762.9162998,1761477764.4651809,1.5488810539245605,3,3,0.015133,196.998956,0,"10.0.1.1,10.0.2.1,10.0.1.1"
106,1761477764.465182,1761477766.4918628,2.0266807079315186,3,3,0.014333,199.601057,0,"10.0.2.1,10.0.1.1,10.0.2.1"
107,1761477766.4918642,1761477768.549241,2.0573768615722656,3,3,0.014267,192.785347,0,"10.0.1.1,10.0.2.1,10.0.1.1"
108,1761477768.549242,1761477770.0911658,1.5419237613677979,3,3,0.010433,195.976944,0,"10.0.2.1,10.0.1.1,10.0.1.1"
109,1761477770.0911663,1761477772.1190796,2.0279133319854736,3,3,0.013967,190.642234,0,"10.0.2.1,10.0.2.1,10.0.1.1"
110,1761477772.1190808,1761477774.1588,2.0397191047668457,3,3,0.0139,197.219879,0,"10.0.1.1,10.0.2.1,10.0.1.1"
111,1761477774.1588008,1761477775.1798801,1.0210793018341064,3,3,0.011067,194.656414,0,"10.0.2.1,10.0.2.1,10.0.1.1"
112,1761477775.1798813,1761477778.235391,3.055509567260742,3,3,0.016867,187.246619,0,"10.0.1.1,10.0.2.1,10.0.2.1"
113,1761477778.2353919,1761477780.269301,2.0339090824127197,3,3,0.016967,191.346874,0,"10.0.1.1,10.0.2.1,10.0.1.1"
114,1761477780.2693017,1761477781.3082285,1.0389268398284912,3,3,0.014133,190.198476,0,"10.0.2.1,10.0.1.1,10.0.2.1"
115,1761477781.3082297,1761477784.3688245,3.0605947971343994,3,3,0.010467,193.713798,0,"10.0.1.1,10.0.2.1,10.0.2.1"
116,1761477784.3688254,1761477786.4181736,2.0493481159210205,3,3,0.021367,191.6274,0,"10.0.1.1,10.0.2.1,10.0.1.1"
117,1761477786.4181745,1761477787.459061,1.040886402130127,3,3,0.012133,188.893144,0,"10.0.2.1,10.0.1.1,10.0.2.1"
118,1761477787.4590619,1761477789.9897141,2.5306522846221924,3,3,0.0181,190.803621,0,"10.0.1.1,10.0.2.1,10.0.1.1"
119,1761477789.989715,1761477791.0470483,1.05733323097229,3,3,0.013333,199.106957,0,"10.0.2.1,10.0.1.1,10.0.2.1"
120,1761477791.0470493,1761477793.0969498,2.049900531768799,3,3,0.017467,188.329691,0,"10.0.1.1,10.0.2.1,10.0.1.1"
121,1761477793.0969505,1761477795.1407235,2.0437729358673096,3,3,0.010333,192.04478,0,"10.0.2.1,10.0.1.1,10.0.2.1"
122,1761477795.1407242,1761477796.6996443,1.55892014503479,3,3,0.0147,189.821969,0,"10.0.1.1,10.0.2.1,10.0.1.1"
123,1761477796.6996455,1761477799.2264218,2.5267763137817383,3,3,0.014133,199.032915,0,"10.0.2.1,10.0.1.1,10.0.2.1"
124,1761477799.2264225,1761477800.7596536,1.5332310199737549,3,3,0.011933,195.350086,0,"10.0.1.1,10.0.2.1,10.0.2.1"
125,1761477800.7596543,1761477802.2937596,1.5341053009033203,3,3,0.013867,193.386957,0,"10.0.1.1,10.0.2.1,10.0.1.1"
126,1761477802.29376,1761477803.3469338,1.0531737804412842,3,3,0.011333,199.550192,0,"10.0.2.1,10.0.1.1,10.0.2.1"
127,1761477803.3469346,1761477805.3729258,2.025991201400757,3,3,0.013967,198.343511,0,"10.0.1.1,10.0.2.1,10.0.1.1"
128,1761477805.372927,1761477806.8930283,1.5201013088226318,3,3,0.010933,203.850545,0,"10.0.2.1,10.0.2.1,10.0.1.1"
129,1761477806.893029,1761477808.941041,2.0480120182037354,3,3,0.0146,192.680579,0,"10.0.2.1,10.0.1.1,10.0.1.1"
130,1761477808.9410415,1761477810.9620287,2.0209872722625732,3,3,0.013933,199.949481,0,"10.0.2.1,10.0.2.1,10.0.1.1"
131,1761477810.9620302,1761477812.0135856,1.0515553951263428,3,3,0.011733,190.19744,0,"10.0.1.1,10.0.2.1,10.0.2.1"
132,1761477812.0135865,1761477813.5532925,1.5397059917449951,3,3,0.0143,187.399463,0,"10.0.1.1,10.0.2.1,10.0.2.1"
133,1761477813.5532932,1761477815.0756242,1.5223309993743896,3,3,0.010533,190.695681,0,"10.0.1.1,10.0.1.1,10.0.2.1"
134,1761477815.0756254,1761477817.1379473,2.062321901321411,3,3,0.014233,183.448874,0,"10.0.2.1,10.0.1.1,10.0.2.1"
135,1761477817.1379483,1761477818.177068,1.0391197204589844,3,3,0.010733,188.286195,0,"10.0.1.1,10.0.2.1,10.0.2.1"
136,1761477818.1770687,1761477820.6101973,2.433128595352173,3,3,0.0101,186.375089,0,"10.0.1.1,10.0.2.1,10.0.1.1"
137,1761477820.610198,1761477821.749418,1.1392199993133545,3,3,0.017933,191.139761,0,"10.0.1.1,10.0.2.1,10.0.2.1"
138,1761477821.7494187,1761477823.7751207,2.0257019996643066,3,3,0.0108,199.271229,0,"10.0.1.1,10.0.1.1,10.0.2.1"
139,1761477823.7751215,1761477825.3230364,1.547914981842041,3,3,0.0138,190.041886,0,"10.0.2.1,10.0.1.1,10.0.2.1"
140,1761477825.3230371,1761477827.2191033,1.8960661888122559,3,3,0.010267,199.107522,0,"10.0.2.1,10.0.1.1,10.0.1.1"
141,1761477827.219104,1761477829.2489924,2.029888391494751,3,3,0.014533,196.174923,0,"10.0.2.1,10.0.2.1,10.0.1.1"
142,1761477829.2489948,1761477829.9372997,0.6883049011230469,3,3,0.0118,185.430557,0,"10.0.2.1,10.0.1.1,10.0.2.1"
143,1761477829.937301,1761477831.9947002,2.057399272918701,3,3,0.0109,205.628568,0,"10.0.2.1,10.0.1.1,10.0.2.1"
144,1761477831.9947011,1761477833.3340402,1.339339017868042,3,3,0.014,198.339464,0,"10.0.1.1,10.0.2.1,10.0.1.1"
145,1761477833.3340437,1761477835.3535943,2.0195505619049072,3,3,0.010767,194.48703,0,"10.0.2.1,10.0.2.1,10.0.1.1"
146,1761477835.3535948,1761477837.3966248,2.043030023574829,3,3,0.016933,197.684036,0,"10.0.1.1,10.0.2.1,10.0.1.1"
147,1761477837.396626,1761477838.9149544,1.5183284282684326,3,3,0.011167,195.465841,0,"10.0.2.1,10.0.2.1,10.0.1.1"
148,1761477838.9149556,1761477840.1796663,1.2647106647491455,3,3,0.010733,193.953521,0,"10.0.2.1,10.0.1.1,10.0.2.1"
149,1761477840.1796672,1761477841.970605,1.7909376621246338,3,3,0.017433,203.476322,0,"10.0.1.1,10.0.2.1,10.0.1.1"
150,1761477841.9706059,1761477844.297872,2.327266216278076,3,3,0.013833,196.949403,0,"10.0.2.1,10.0.1.1,10.0.2.1"
151,1761477844.2978728,1761477846.0300193,1.7321465015411377,3,3,0.017667,195.587079,0,"10.0.1.1,10.0.2.1,10.0.1.1"
152,1761477846.0300207,1761477848.4126513,2.3826305866241455,3,3,0.018767,198.683296,0,"10.0.2.1,10.0.1.1,10.0.2.1"
153,1761477848.412652,1761477850.0901277,1.6774756908416748,3,3,0.010267,190.736097,0,"10.0.1.1,10.0.2.1,10.0.1.1"
154,1761477850.0901282,1761477851.4665132,1.376384973526001,3,3,0.010767,199.584165,0,"10.0.2.1,10.0.1.1,10.0.2.1"
155,1761477851.466514,1761477853.1321375,1.665623426437378,3,3,0.010433,200.63427,0,"10.0.1.1,10.0.2.1,10.0.1.1"
156,1761477853.1321383,1761477854.560442,1.4283037185668945,3,3,0.017867,200.110547,0,"10.0.2.1,10.0.1.1,10.0.2.1"
157,1761477854.5604424,1761477857.20554,2.645097494125366,3,3,0.0136,185.070015,0,"10.0.1.1,10.0.2.1,10.0.1.1"
158,1761477857.2055407,1761477858.6383357,1.4327950477600098,3,3,0.013533,198.979053,0,"10.0.2.1,10.0.1.1,10.0.2.1"
159,1761477858.6383364,1761477861.2616544,2.6233179569244385,3,3,0.017933,200.215584,0,"10.0.1.1,10.0.2.1,10.0.1.1"
160,1761477861.2616549,1761477862.7289214,1.46726655960083,3,3,0.0103,202.25048,0,"10.0.2.1,10.0.1.1,10.0.2.1"
161,1761477862.7289221,1761477864.3182557,1.5893335342407227,3,3,0.010267,192.730751,0,"10.0.1.1,10.0.2.1,10.0.1.1"
162,1761477864.3182566,1761477865.791882,1.4736254215240479,3,3,0.010167,190.383234,0,"10.0.2.1,10.0.1.1,10.0.2.1"
163,1761477865.7918828,1761477868.3775842,2.5857014656066895,3,3,0.0171,193.171052,0,"10.0.1.1,10.0.2.1,10.0.1.1"
164,1761477868.377585,1761477869.8781142,1.5005292892456055,3,3,0.017133,198.866415,0,"10.0.2.1,10.0.1.1,10.0.2.1"
165,1761477869.8781147,1761477872.4486065,2.5704917907714844,3,3,0.013567,193.813689,0,"10.0.1.1,10.0.2.1,10.0.1.1"
166,1761477872.4486072,1761477873.9602144,1.5116071701049805,3,3,0.013867,200.486084,0,"10.0.2.1,10.0.1.1,10.0.2.1"
167,1761477873.960215,1761477875.5100963,1.5498812198638916,3,3,0.012233,197.463193,0,"10.0.1.1,10.0.2.1,10.0.1.1"
168,1761477875.5100968,1761477877.049514,1.5394172668457031,3,3,0.012933,201.018406,0,"10.0.2.1,10.0.1.1,10.0.2.1"
169,1761477877.049515,1761477878.5782154,1.528700351715088,3,3,0.0136,195.526381,0,"10.0.1.1,10.0.2.1,10.0.1.1"
170,1761477878.5782166,1761477881.1347806,2.5565640926361084,3,3,0.013833,201.972632,0,"10.0.2.1,10.0.1.1,10.0.2.1"
171,1761477881.1347814,1761477882.6435158,1.5087344646453857,3,3,0.017433,199.874505,0,"10.0.1.1,10.0.2.1,10.0.1.1"
172,1761477882.6435163,1761477885.2521172,2.6086008548736572,3,3,0.017667,196.618982,0,"10.0.2.1,10.0.1.1,10.0.2.1"
173,1761477885.252118,1761477886.7107131,1.4585950374603271,3,3,0.010533,185.142686,0,"10.0.1.1,10.0.2.1,10.0.1.1"
174,1761477886.7107136,1761477888.315114,1.604400396347046,3,3,0.010733,206.015055,0,"10.0.2.1,10.0.1.1,10.0.2.1"
175,1761477888.3151147,1761477889.7540126,1.4388978481292725,3,3,0.010667,196.50864,0,"10.0.1.1,10.0.2.1,10.0.1.1"
176,1761477889.7540133,1761477891.4008577,1.6468443870544434,3,3,0.018467,198.142243,0,"10.0.2.1,10.0.1.1,10.0.2.1"
177,1761477891.4008584,1761477893.8247995,2.423941135406494,3,3,0.0135,192.467401,0,"10.0.1.1,10.0.2.1,10.0.1.1"
178,1761477893.8248,1761477894.8407314,1.0159313678741455,3,3,0.016967,197.968147,0,"10.0.2.1,10.0.2.1,10.0.1.1"
179,1761477894.840732,1761477897.0729866,2.2322545051574707,3,3,0.013533,185.63585,0,"10.0.2.1,10.0.1.1,10.0.2.1"
180,1761477897.072987,1761477898.1299515,1.05696439743042,3,3,0.010233,189.922277,0,"10.0.2.1,10.0.1.1,10.0.2.1"
181,1761477898.1299522,1761477899.9159195,1.7859673500061035,3,3,0.010167,198.303715,0,"10.0.1.1,10.0.2.1,10.0.1.1"
182,1761477899.91592,1761477901.681588,1.7656679153442383,3,3,0.0102,189.563415,0,"10.0.2.1,10.0.1.1,10.0.2.1"
183,1761477901.6815884,1761477902.9721656,1.2905771732330322,3,3,0.013533,202.83396,0,"10.0.1.1,10.0.2.1,10.0.1.1"
184,1761477902.972167,1761477904.9892592,2.017092227935791,3,3,0.012167,191.56471,0,"10.0.2.1,10.0.2.1,10.0.1.1"
185,1761477904.9892612,1761477906.295415,1.3061537742614746,3,3,0.017067,189.110238,0,"10.0.2.1,10.0.1.1,10.0.2.1"
186,1761477906.295416,1761477909.0577292,2.7623131275177,3,3,0.013633,193.047961,0,"10.0.1.1,10.0.2.1,10.0.1.1"
187,1761477909.0577297,1761477910.071941,1.0142111778259277,3,3,0.0113,199.895911,0,"10.0.2.1,10.0.2.1,10.0.1.1"
188,1761477910.0719416,1761477911.9305959,1.858654260635376,3,3,0.011267,194.685411,0,"10.0.2.1,10.0.1.1,10.0.2.1"
189,1761477911.9305968,1761477913.6311476,1.7005507946014404,3,3,0.010233,203.78053,0,"10.0.1.1,10.0.2.1,10.0.1.1"
190,1761477913.6311524,1761477914.4771845,0.8460321426391602,3,3,0.010233,188.048751,0,"10.0.2.1,10.0.1.1,10.0.2.1"
191,1761477914.4771852,1761477916.0341842,1.5569989681243896,3,3,0.020467,198.369058,0,"10.0.1.1,10.0.2.1,10.0.2.1"
192,1761477916.0341847,1761477918.2341464,2.1999616622924805,3,3,0.013567,199.387643,0,"10.0.1.1,10.0.2.1,10.0.1.1"
193,1761477918.234148,1761477920.096629,1.862480878829956,3,3,0.0138,188.281156,0,"10.0.2.1,10.0.1.1,10.0.2.1"
194,1761477920.0966306,1761477921.7911282,1.6944975852966309,3,3,0.011067,201.737558,0,"10.0.1.1,10.0.2.1,10.0.1.1"
195,1761477921.791129,1761477922.6735194,0.8823902606964111,3,3,0.010467,198.554406,0,"10.0.2.1,10.0.1.1,10.0.2.1"
196,1761477922.6735203,1761477924.3366911,1.6631708145141602,3,3,0.0109,197.584411,0,"10.0.1.1,10.0.2.1,10.0.1.1"
197,1761477924.3366919,1761477926.2373967,1.9007048606872559,3,3,0.010567,198.360122,0,"10.0.2.1,10.0.1.1,10.0.2.1"
198,1761477926.2373974,1761477927.3890877,1.1516902446746826,3,3,0.010533,197.493617,0,"10.0.1.1,10.0.2.1,10.0.1.1"
199,1761477927.3890898,1761477928.2918591,0.9027693271636963,3,3,0.0106,199.979573,0,"10.0.2.1,10.0.1.1,10.0.2.1"
200,1761477928.2918596,1761477930.44936,2.1575002670288086,3,3,0.0141,192.498782,0,"10.0.1.1,10.0.2.1,10.0.1.1"
201,1761477930.4493606,1761477932.3611834,1.91182279586792,3,3,0.013533,197.67258,0,"10.0.2.1,10.0.1.1,10.0.2.1"
202,1761477932.361184,1761477933.995002,1.6338181495666504,3,3,0.010833,195.95068,0,"10.0.1.1,10.0.2.1,10.0.1.1"
203,1761477933.9950025,1761477936.025253,2.0302505493164062,3,3,0.013467,196.218476,0,"10.0.2.1,10.0.1.1,10.0.1.1"
204,1761477936.0252538,1761477937.0085342,0.9832804203033447,3,3,0.013667,190.495171,0,"10.0.2.1,10.0.1.1,10.0.2.1"
205,1761477937.0085351,1761477938.5711129,1.562577724456787,3,3,0.013567,193.531286,0,"10.0.1.1,10.0.2.1,10.0.1.1"
206,1761477938.571114,1761477940.1074026,1.5362884998321533,3,3,0.0109,188.068802,0,"10.0.1.1,10.0.2.1,10.0.1.1"
207,1761477940.1074033,1761477942.6229002,2.5154969692230225,3,3,0.016233,198.212271,0,"10.0.2.1,10.0.1.1,10.0.2.1"
208,1761477942.622901,1761477944.173765,1.5508639812469482,3,3,0.013867,194.419404,0,"10.0.1.1,10.0.2.1,10.0.1.1"
209,1761477944.173767,1761477946.1782117,2.0044445991516113,3,3,0.0103,191.508296,0,"10.0.2.1,10.0.1.1,10.0.2.1"
210,1761477946.1782124,1761477946.7241495,0.5459370613098145,3,3,0.0145,202.593758,0,"10.0.1.1,10.0.2.1,10.0.1.1"
