timestamp,local_round,n_records_in_batch,local_train_time,model_delta_norm,total_records_seen,cpu_percent,rx_drop,tx_drop,rx_bytes,tx_bytes,tcp_retrans_segs
1761478191.2054992,4,2,0.0248,190.738184,42,41.0,0,0,16742,8045,0
1761478191.409369,4,2,0.0209,203.357335,42,43.1,0,0,16769,7973,0
1761478193.286177,5,2,0.0375,196.169495,54,37.1,0,0,19077,10145,0
1761478193.4432192,5,2,0.0201,189.880308,54,34.9,0,0,19036,10076,0
1761478195.3266475,6,2,0.0202,202.074548,66,43.9,0,0,21342,12248,0
1761478195.4723935,6,2,0.0201,202.095289,66,46.5,0,0,21266,12247,0
1761478196.3419387,7,1,0.0104,183.128631,72,37.5,0,0,23287,13801,0
1761478196.4876642,7,1,0.0107,189.090189,72,33.7,0,0,23178,13799,0
1761478197.35982,8,1,0.0103,193.013202,78,26.6,0,0,24742,15421,0
1761478197.5030434,8,1,0.0101,203.413402,78,25.4,0,0,24707,15284,0
1761478199.431293,9,3,0.0338,196.439593,96,12.2,0,0,28241,18068,0
1761478199.5393853,9,3,0.0304,196.597703,96,14.0,0,0,28311,17931,0
1761478201.4589548,10,1,0.0104,195.374493,102,13.7,0,0,30290,21745,0
1761478201.55642,10,1,0.0102,192.860085,102,13.8,0,0,30319,21667,0
1761478202.4874604,11,1,0.0102,196.689818,108,19.3,0,0,31676,23298,0
1761478202.5756328,11,1,0.0102,205.856417,108,16.1,0,0,31637,23154,0
1761478203.5180724,12,2,0.0203,202.473066,120,20.2,0,0,33835,25399,0
1761478203.613735,12,2,0.0202,190.668066,120,19.5,0,0,33796,25254,0
1761478205.5752547,13,2,0.0388,188.95008,132,13.6,0,0,35993,27502,0
1761478205.6459377,13,2,0.0205,185.30201,132,14.8,0,0,35955,27356,0
1761478207.6397095,14,2,0.0202,193.109789,144,15.2,0,0,38777,31782,0
1761478207.68212,14,2,0.0203,196.860274,144,14.6,0,0,38738,31640,0
1761478208.1553452,15,1,0.0101,192.190455,150,14.7,0,0,40162,33339,0
1761478208.7158415,15,1,0.0103,209.020921,150,22.7,0,0,40122,33195,0
1761478209.17981,16,1,0.0112,207.835328,156,29.5,0,0,41547,34892,0
1761478209.735897,16,1,0.0103,197.231473,156,32.7,0,0,41508,34748,0
1761478211.2112103,17,2,0.0202,199.202747,168,22.7,0,0,45359,39652,0
1761478211.730287,18,1,0.0112,189.891928,174,39.0,0,0,46311,40726,0
1761478211.7733145,17,3,0.0308,206.386891,174,24.7,0,0,45454,39642,0
1761478213.785194,19,1,0.0345,196.291132,180,36.3,0,0,47907,42278,0
1761478213.7929792,18,1,0.0102,194.412756,180,35.2,0,0,47190,41197,0
1761478214.301083,20,1,0.0101,201.350019,186,37.6,0,0,49431,43831,0
1761478214.8118536,19,1,0.0101,197.590257,186,41.2,0,0,48822,42750,0
1761478215.328473,21,2,0.0221,190.850257,198,40.0,0,0,51875,46000,0
1761478215.85537,20,2,0.0228,190.594737,198,59.9,0,0,51337,44851,0
1761478217.3609746,22,1,0.0109,203.143707,204,52.1,0,0,54775,50222,0
1761478217.8787916,23,1,0.0116,198.108335,210,39.8,0,0,55517,51293,0
1761478217.8927674,21,2,0.0202,201.230621,210,40.6,0,0,54262,49147,0
1761478219.4052482,24,1,0.0101,206.22946,216,12.7,0,0,57544,53327,0
1761478219.9175224,22,2,0.0202,195.630476,222,14.8,0,0,56421,51250,0
1761478219.940892,25,1,0.0116,210.990451,222,25.5,0,0,58286,54397,0
1761478220.4544108,26,1,0.0101,200.557364,228,22.5,0,0,59672,55950,0
1761478220.9601662,23,1,0.0101,195.05986,228,22.9,0,0,57807,52806,0
1761478221.471915,27,1,0.011,192.432943,234,23.6,0,0,61549,59620,0
1761478221.9950821,24,1,0.0115,173.202915,234,55.4,0,0,59814,56547,0
1761478223.5025249,28,2,0.0209,198.021106,246,39.4,0,0,64484,62268,0
1761478224.0250602,29,1,0.0107,186.072506,252,35.6,0,0,65226,63342,0
1761478224.0387933,25,3,0.0321,200.620535,252,27.8,0,0,62750,59193,0
1761478226.049233,30,1,0.0101,212.058671,258,22.9,0,0,67168,67010,0
1761478226.071431,26,1,0.0102,190.922095,258,22.1,0,0,64135,60754,0
1761478226.5705235,31,1,0.0126,185.206694,264,18.8,0,0,68553,68562,0
1761478227.0979223,27,1,0.0101,185.567153,264,26.0,0,0,66142,64495,0
1761478227.5909147,32,1,0.0101,201.138991,270,37.1,0,0,70013,70189,0
1761478228.1074095,33,1,0.0107,191.982344,276,18.8,0,0,71325,71668,0
1761478228.1620538,28,2,0.0204,193.835304,276,32.4,0,0,68302,66597,0
1761478229.6261353,34,1,0.0102,186.338542,282,17.0,0,0,72785,73293,0
1761478230.1591527,35,1,0.0235,186.086073,288,59.0,0,0,74097,74772,0
1761478230.190956,29,2,0.0201,202.985914,288,27.9,0,0,70463,68701,0
1761478231.6987808,36,1,0.0111,197.279833,294,38.2,0,0,76750,78987,0
1761478232.237752,30,2,0.0221,195.281395,300,38.6,0,0,73180,72923,0
1761478232.246512,37,1,0.016,203.977302,300,44.4,0,0,77492,80058,0
1761478232.7659302,38,1,0.0112,181.996671,306,30.4,0,0,78878,81610,0
1761478233.2654078,31,1,0.0103,196.63721,306,31.5,0,0,74566,74478,0
1761478233.7815893,39,1,0.0101,200.072354,312,23.5,0,0,80264,83163,0
1761478234.2911828,32,1,0.0108,192.684553,312,21.9,0,0,75952,76030,0
1761478235.8166482,33,1,0.0103,199.129346,318,16.0,0,0,77338,77583,0
1761478235.8286235,40,3,0.0307,191.723256,330,19.2,0,0,83202,85812,0
1761478236.3469763,34,2,0.0201,193.882841,330,51.9,0,0,79500,79684,0
1761478238.355343,41,1,0.0112,194.318888,336,49.9,0,0,85351,89548,0
1761478238.3738358,35,1,0.0101,179.012335,336,49.7,0,0,81579,83495,0
1761478238.8711388,42,1,0.0101,192.601044,342,73.8,0,0,86737,91101,0
1761478239.3962202,36,1,0.0101,200.369234,342,60.2,0,0,82964,85047,0
1761478239.896423,43,1,0.0102,206.046864,348,44.2,0,0,88766,93136,0
1761478239.9127655,37,1,0.0102,180.896607,348,41.6,0,0,84349,86599,0
1761478240.4223197,44,1,0.011,204.195944,354,60.2,0,0,89508,94205,0
1761478240.4282136,38,1,0.0118,197.417276,354,60.4,0,0,85734,88151,0
1761478241.939448,45,1,0.0104,196.040291,360,54.2,0,0,92440,98424,0
1761478242.4584107,46,1,0.0104,195.507798,366,94.2,0,0,93359,99495,0
1761478242.4751074,39,2,0.0216,204.791955,366,64.7,0,0,88732,92377,0
1761478243.981583,47,1,0.0103,182.474745,372,24.4,0,0,94819,101122,0
1761478243.9948878,40,1,0.0103,173.283202,372,23.5,0,0,90225,93934,0
1761478244.5040038,48,1,0.014,179.604082,378,16.7,0,0,96130,102601,0
1761478244.5101295,41,1,0.0103,171.92182,378,17.8,0,0,91610,95486,0
1761478245.024307,49,1,0.011,200.277551,384,22.3,0,0,97516,104153,0
1761478245.5318244,42,1,0.0104,182.481525,384,17.8,0,0,92996,97035,0
1761478246.550368,43,1,0.0118,191.988417,390,29.9,0,0,95321,100773,0
1761478246.5551114,50,1,0.0102,191.176523,390,24.6,0,0,99772,107888,0
1761478248.0769348,44,1,0.0105,196.890437,396,14.4,0,0,96919,102326,0
1761478248.1252182,51,3,0.0301,192.634984,408,14.6,0,0,102922,110537,0
1761478248.6028252,45,2,0.0212,194.642635,408,20.2,0,0,99221,104428,0
1761478250.1431167,52,1,0.0102,197.088725,414,12.3,0,0,104456,112041,0
1761478250.6282282,46,1,0.0106,192.569474,414,10.8,0,0,100607,105983,0
1761478251.1562438,53,1,0.0102,187.483646,420,17.9,0,0,106597,115773,0
1761478251.6453083,47,1,0.0117,197.363492,420,21.3,0,0,102616,109712,0
1761478252.1711621,48,1,0.0145,181.595782,426,17.5,0,0,104002,111264,0
1761478252.1727571,54,1,0.0101,186.362364,426,19.0,0,0,108057,117400,0
1761478252.686235,55,1,0.0103,184.722462,432,21.6,0,0,109438,118949,0
1761478252.6938004,49,1,0.0132,192.121947,432,22.3,0,0,105667,112817,0
1761478254.2086685,56,1,0.0104,171.641854,438,11.3,0,0,110831,120510,0
1761478254.729857,50,2,0.0216,189.129169,444,11.9,0,0,107828,114918,0
1761478254.731407,57,1,0.0122,207.774273,444,14.6,0,0,112142,121988,0
1761478255.7519588,58,1,0.0106,189.062928,450,16.4,0,0,113328,123409,0
1761478256.2565472,51,1,0.0102,198.843202,450,17.9,0,0,109214,116474,0
1761478256.7716463,59,1,0.0102,181.546911,456,20.8,0,0,115473,127158,0
1761478256.7783086,52,1,0.0178,183.81105,456,21.4,0,0,111293,120211,0
1761478257.3130546,60,1,0.026,195.663131,462,71.4,0,0,116859,128711,0
1761478257.8124444,53,1,0.0108,200.398973,462,63.9,0,0,112679,121763,0
1761478258.3376188,61,1,0.0115,200.220953,468,50.5,0,0,118111,130197,0
1761478258.8338206,54,1,0.0105,192.351533,468,38.0,0,0,113999,123250,0
1761478259.8581476,62,1,0.0103,196.379633,474,41.1,0,0,119628,131815,0
1761478260.34966,55,1,0.0105,205.38426,474,37.0,0,0,116029,125009,0
1761478260.377556,63,1,0.0104,185.340902,480,21.8,0,0,121657,133850,0
1761478260.9020913,64,1,0.0107,192.160586,486,16.3,0,0,122399,134921,0
1761478260.9213295,56,2,0.0258,194.934699,486,19.6,0,0,117547,126903,0
1761478262.9195755,65,1,0.0101,195.003929,492,10.2,0,0,124408,138657,0
1761478262.944198,57,1,0.0101,194.915485,492,10.3,0,0,119490,130578,0
1761478263.4400628,66,1,0.0104,201.102841,498,11.9,0,0,125794,140210,0
1761478263.4870398,58,1,0.0308,198.252103,498,17.0,0,0,120876,132065,0
1761478263.9573698,67,1,0.0101,197.861801,504,18.3,0,0,127180,141763,0
1761478264.4760644,68,1,0.0115,206.705482,510,15.7,0,0,128434,143250,0
1761478264.5062997,59,1,0.0101,193.605578,504,14.8,0,0,122195,133552,0
1761478265.019059,60,1,0.0102,217.454455,510,16.8,0,0,123578,135104,0
1761478266.5007296,69,1,0.0135,197.991191,516,13.5,0,0,130582,147061,0
1761478266.5333266,61,1,0.0102,192.964355,516,13.7,0,0,125587,138846,0
1761478267.0349019,70,1,0.0106,201.610288,522,19.8,0,0,131893,148540,0
1761478267.0515766,62,1,0.0131,195.223657,522,17.5,0,0,126973,140399,0
1761478268.050967,71,1,0.0101,187.557245,528,12.9,0,0,133278,150093,0
1761478268.5850148,63,1,0.0101,184.347708,528,13.4,0,0,128358,141951,0
1761478269.0733016,72,1,0.0101,195.323578,534,11.3,0,0,134663,151645,0
1761478269.1157353,64,1,0.0102,194.738277,534,9.5,0,0,129744,143504,0
1761478269.588864,73,1,0.0104,207.014333,540,15.7,0,0,136049,153197,0
1761478269.6302989,65,1,0.0102,194.285186,540,14.9,0,0,131129,145057,0
1761478271.1059868,74,1,0.0102,191.867286,546,8.3,0,0,137435,154750,0
1761478271.1484053,66,1,0.0102,184.972152,546,7.6,0,0,132515,146610,0
1761478272.1213284,75,1,0.0102,193.816804,552,12.8,0,0,139378,158418,0
1761478272.652506,76,1,0.0107,192.493762,558,16.5,0,0,140838,160045,0
1761478272.6740873,67,2,0.0203,204.138484,558,15.5,0,0,135153,150762,0
1761478273.1663365,77,1,0.0103,170.50524,564,15.5,0,0,142149,161524,0
1761478273.2290921,68,1,0.0221,186.852435,564,16.5,0,0,136538,152317,0
1761478275.1876187,78,1,0.0102,193.149684,570,11.7,0,0,143608,163148,0
1761478275.2485642,69,1,0.0108,207.655653,570,10.2,0,0,137924,153870,0
1761478275.7124727,79,1,0.0218,190.310041,576,11.5,0,0,144919,164626,0
1761478275.7637458,70,1,0.0102,196.432673,576,17.6,0,0,139310,155423,0
1761478276.2387176,80,1,0.0103,191.582202,582,19.2,0,0,146927,168364,0
1761478276.3003032,71,1,0.0101,205.013247,582,17.9,0,0,140696,156975,0
1761478277.2558804,81,1,0.0103,198.571181,588,20.0,0,0,148312,169916,0
1761478277.3151686,72,1,0.0102,205.29089,588,18.5,0,0,142638,160644,0
1761478278.2706912,82,1,0.0101,188.327613,594,11.9,0,0,149565,171403,0
1761478278.8429205,73,1,0.0101,191.405798,594,12.6,0,0,144023,162196,0
1761478279.2907782,83,1,0.0107,196.647062,600,16.5,0,0,151083,173021,0
1761478279.3564665,74,1,0.0103,202.813317,600,21.2,0,0,145409,163749,0
1761478280.3070154,84,1,0.0108,188.862225,606,66.3,0,0,152469,174574,0
1761478280.3838177,75,1,0.0101,183.706484,606,69.2,0,0,146795,165302,0
1761478281.3417964,85,2,0.0202,192.397236,618,46.5,0,0,155254,178860,0
1761478281.408952,76,1,0.0103,196.16712,612,41.8,0,0,148181,166855,0
1761478281.9399245,77,1,0.0115,180.505661,618,43.1,0,0,150189,170588,0
1761478283.3806474,86,1,0.0114,192.036736,624,33.7,0,0,156638,180416,0
1761478283.4644597,78,1,0.0102,194.496707,624,31.0,0,0,151574,172141,0
1761478284.4049613,87,2,0.0206,193.173047,636,28.9,0,0,158799,182516,0
1761478284.4941638,79,1,0.0105,188.254403,630,28.7,0,0,152960,173694,0
1761478285.0177548,80,1,0.0103,190.784791,636,33.3,0,0,154345,175246,0
1761478285.432907,88,1,0.0114,199.068571,642,24.6,0,0,160184,184072,0
1761478285.5322728,81,1,0.0102,203.127005,642,20.8,0,0,155730,176799,0
1761478287.4898155,89,2,0.0202,201.131407,654,20.3,0,0,162969,188357,0
1761478287.5516472,82,1,0.0102,193.191982,648,18.3,0,0,157739,180535,0
1761478288.0722008,83,1,0.0104,200.096171,654,24.8,0,0,159124,182087,0
1761478288.5061617,90,1,0.0102,189.334873,660,21.7,0,0,164355,189910,0
1761478288.593699,84,1,0.0101,198.654307,660,23.5,0,0,160509,183640,0
1761478289.52646,91,1,0.0103,203.71887,666,37.9,0,0,165741,191461,0
1761478289.6080313,85,1,0.0102,193.638245,666,37.6,0,0,161895,185193,0
1761478290.5497208,92,1,0.0102,188.852826,672,16.3,0,0,167126,193013,0
1761478291.124693,86,1,0.0103,180.878723,672,14.7,0,0,163281,186746,0
1761478291.5722198,93,1,0.0101,179.10033,678,14.4,0,0,169123,196614,0
1761478291.6539612,87,1,0.0191,182.982984,678,21.2,0,0,165224,190410,0
1761478292.5951097,94,1,0.0101,199.412202,684,35.5,0,0,170509,198166,0
1761478292.6707447,88,1,0.0104,201.073297,684,38.0,0,0,166610,191963,0
1761478293.6251514,95,2,0.0202,204.277373,696,53.7,0,0,172811,200267,0
1761478293.6873386,89,1,0.0102,202.993979,690,47.2,0,0,168067,193586,0
1761478294.236606,90,1,0.011,189.181717,696,23.4,0,0,169452,195140,0
1761478295.650742,96,1,0.0103,192.432685,702,26.2,0,0,174197,201821,0
1761478295.7633219,91,1,0.0102,196.606897,702,26.8,0,0,170838,196692,0
1761478296.6865177,97,2,0.026,188.576107,714,16.7,0,0,176915,206043,0
1761478296.7882295,92,1,0.0122,196.345691,708,18.3,0,0,172847,200425,0
1761478297.3325596,93,1,0.0109,199.438014,714,29.5,0,0,174233,201978,0
1761478297.7062593,98,1,0.0102,206.70256,720,27.5,0,0,178301,207599,0
1761478297.85962,94,1,0.0104,197.738419,720,27.4,0,0,175619,203531,0
1761478299.7594016,99,2,0.0205,189.820997,732,34.2,0,0,180463,209698,0
1761478299.8753603,95,1,0.0101,190.787549,726,33.8,0,0,177005,205083,0
1761478300.4083502,96,1,0.0122,194.294084,732,44.2,0,0,178391,206636,0
1761478300.7937274,100,1,0.0103,197.364561,738,30.7,0,0,181849,211253,0
1761478300.9286456,97,1,0.0102,185.159413,738,16.8,0,0,179777,208189,0
1761478301.8325164,101,1,0.0115,199.885935,744,32.3,0,0,183924,214867,0
1761478301.9416838,98,1,0.0102,186.124624,744,36.0,0,0,181996,211928,0
1761478302.8531444,102,1,0.0101,191.385044,750,19.6,0,0,185310,216421,0
1761478303.4568686,99,1,0.0102,189.63861,750,17.6,0,0,183381,213481,0
1761478303.8873272,103,1,0.0113,205.528914,756,17.7,0,0,186696,217975,0
1761478303.972973,100,1,0.0103,192.917372,756,11.8,0,0,184767,215032,0
1761478304.4027755,104,1,0.0112,200.091269,762,15.8,0,0,188082,219527,0
1761478304.9909074,101,1,0.0115,193.499283,762,18.4,0,0,186153,216586,0
1761478305.930201,105,2,0.0201,186.466373,774,23.7,0,0,190383,221629,0
1761478306.0072865,102,1,0.0101,193.668744,768,25.8,0,0,187608,218140,0
1761478306.5409822,103,1,0.018,179.634887,774,50.0,0,0,188993,219693,0
1761478307.949162,106,1,0.0102,192.964671,780,21.4,0,0,192498,225368,0
1761478308.0567675,104,1,0.0102,200.147686,780,10.1,0,0,191109,223429,0
1761478308.4882376,107,1,0.0243,181.221887,786,12.4,0,0,193884,226922,0
1761478309.0114288,108,1,0.0125,208.293675,792,24.8,0,0,195270,228476,0
1761478309.0733118,105,1,0.0102,184.659886,786,20.5,0,0,192495,224982,0
1761478309.5946813,106,1,0.0103,205.503417,792,23.8,0,0,193881,226536,0
1761478310.0313556,109,1,0.0103,194.814277,798,20.4,0,0,196795,230030,0
1761478310.1100538,107,1,0.0101,180.356008,798,29.4,0,0,195406,228090,0
1761478312.0610716,110,2,0.0202,186.464226,810,30.1,0,0,199900,234317,0
1761478312.1309593,108,1,0.0105,189.344128,804,28.0,0,0,197736,231827,0
1761478312.5783312,111,1,0.0143,190.435174,816,39.8,0,0,201286,235873,0
1761478312.6626434,109,1,0.0145,197.645775,810,44.8,0,0,199122,233381,0
1761478313.1943676,110,1,0.0123,207.354023,816,39.4,0,0,200508,234935,0
1761478314.0993242,112,1,0.0106,192.653799,822,56.0,0,0,202742,237427,0
1761478314.2159722,111,1,0.0101,210.916954,822,66.8,0,0,201964,236489,0
1761478315.1211212,113,1,0.0102,206.655923,828,44.8,0,0,204128,238980,0
1761478315.2392488,112,1,0.0118,186.317148,828,37.5,0,0,203349,238043,0
1761478316.1479173,114,1,0.0102,198.222603,834,29.2,0,0,205514,240534,0
1761478316.257326,113,1,0.0102,191.649195,834,26.9,0,0,204735,239597,0
1761478316.673586,115,1,0.0135,182.475841,840,29.4,0,0,207523,244271,0
1761478316.7800322,114,1,0.0121,184.884985,840,36.0,0,0,206611,243269,0
1761478318.2089248,116,2,0.0203,195.2652,852,28.9,0,0,209894,246373,0
1761478318.315732,115,2,0.0202,188.263724,852,28.2,0,0,209043,245437,0
1761478320.2285483,117,1,0.0123,174.208524,858,25.8,0,0,211276,247930,0
1761478320.3402503,116,1,0.0102,197.055322,858,25.0,0,0,210428,246993,0
1761478320.7431145,118,1,0.0101,204.562967,864,26.7,0,0,212662,249483,0
1761478320.8555434,117,1,0.0101,209.14127,864,39.6,0,0,211814,248547,0
1761478321.2587473,119,1,0.0107,190.319197,870,72.3,0,0,214671,253220,0
1761478321.3831823,118,1,0.0106,198.33318,870,76.7,0,0,213200,250100,0
1761478322.2810779,120,1,0.0105,208.26739,876,58.1,0,0,216058,254774,0
1761478322.407964,119,1,0.0104,194.724954,876,50.8,0,0,215209,253836,0
1761478324.3160737,121,2,0.0214,199.512332,888,23.5,0,0,218219,256875,0
1761478324.450302,120,2,0.0253,192.689624,888,23.5,0,0,217369,255938,0
1761478324.8434627,122,1,0.0108,191.534927,894,53.0,0,0,219604,258431,0
1761478324.9891274,121,1,0.0127,198.149042,894,60.4,0,0,218754,257495,0
1761478326.3717606,123,1,0.0117,196.477772,900,50.5,0,0,221682,262170,0
1761478326.5197055,122,1,0.0102,201.448219,900,52.0,0,0,220349,259048,0
1761478327.3968062,124,1,0.0127,187.245015,906,90.6,0,0,223065,263724,0
1761478327.5386293,123,1,0.0102,182.484893,906,90.6,0,0,222291,262720,0
1761478328.4212341,125,1,0.0109,200.176721,912,82.7,0,0,224451,265279,0
1761478328.5597346,124,1,0.0104,190.004852,912,80.1,0,0,223676,264274,0
1761478328.94782,126,1,0.0106,186.845711,918,32.7,0,0,225837,266832,0
1761478329.076115,125,1,0.0108,194.500724,918,29.0,0,0,225061,265829,0
1761478330.4918497,127,2,0.0348,186.61626,930,25.5,0,0,227997,269004,0
1761478330.6111474,126,2,0.0208,188.252794,930,22.9,0,0,227291,267932,0
1761478332.5264635,128,1,0.0103,189.073801,936,37.7,0,0,230006,272746,0
1761478332.6290293,127,1,0.0102,197.22375,936,37.9,0,0,229299,271675,0
1761478333.044702,129,1,0.012,192.491513,942,15.7,0,0,231391,274300,0
1761478333.1437416,128,1,0.0102,192.270268,942,23.8,0,0,230685,273228,0
1761478333.5803618,130,1,0.0109,194.741322,948,26.7,0,0,232777,275854,0
1761478333.6578727,129,1,0.0103,180.509065,948,22.2,0,0,232071,274782,0
1761478334.6068335,131,1,0.0124,197.984516,954,21.3,0,0,234233,277408,0
1761478334.6866827,130,1,0.0103,185.780366,954,18.6,0,0,233527,276335,0
1761478336.6936028,132,2,0.0364,191.06595,966,13.4,0,0,236952,281620,0
1761478336.7137966,131,2,0.0202,207.077001,966,13.7,0,0,236312,280618,0
1761478337.2099597,133,1,0.0102,202.133541,972,23.5,0,0,238337,283175,0
1761478337.2441604,132,1,0.0123,192.004723,972,25.5,0,0,237698,282176,0
1761478338.7289295,134,1,0.0103,202.789769,978,19.4,0,0,239723,284729,0
1761478338.7806835,133,1,0.0102,180.698214,978,19.1,0,0,239083,283730,0
1761478339.2453635,135,1,0.0112,211.862172,984,31.7,0,0,241107,286283,0
1761478339.800881,134,1,0.0109,187.054197,984,30.0,0,0,240469,285282,0
1761478340.762125,136,1,0.0103,194.6085,990,20.9,0,0,242491,287836,0
1761478340.8189294,135,1,0.0102,188.59388,990,17.0,0,0,241789,286769,0
1761478341.2927527,137,1,0.0165,194.586437,996,25.7,0,0,244435,291517,0
1761478341.3346353,136,1,0.0101,184.38667,996,26.7,0,0,243109,288254,0
1761478342.3143642,138,1,0.0101,197.177874,1002,21.8,0,0,245961,293212,0
1761478342.8367324,139,1,0.0104,202.784811,1008,21.6,0,0,247274,294692,0
1761478342.8652842,137,2,0.0204,198.220845,1008,21.2,0,0,245892,292538,0
1761478344.8572586,140,1,0.0102,188.973701,1014,14.0,0,0,248734,296322,0
1761478344.887848,138,1,0.0102,199.067225,1014,13.8,0,0,247277,294096,0
1761478345.382317,141,2,0.021,191.008965,1026,10.7,0,0,250822,298351,0
1761478345.416898,139,1,0.0203,187.838112,1020,14.4,0,0,248663,295650,0
1761478345.933856,140,1,0.0103,201.285503,1026,16.5,0,0,250049,297205,0
1761478346.902807,142,1,0.0101,194.856575,1032,18.0,0,0,252831,302094,0
1761478346.9525814,141,1,0.0102,196.446705,1032,17.5,0,0,252058,300947,0
1761478348.428051,143,1,0.0102,191.288779,1038,10.9,0,0,254217,303649,0
1761478348.945867,144,1,0.011,185.339239,1044,14.7,0,0,256246,305685,0
1761478348.9843826,142,2,0.0202,194.893961,1044,12.2,0,0,254220,303050,0
1761478349.4666753,145,1,0.0102,192.982214,1050,28.2,0,0,256988,306757,0
1761478349.504032,143,1,0.0103,200.467329,1050,30.4,0,0,255605,304608,0
1761478350.984442,146,1,0.0103,193.64807,1056,13.7,0,0,258374,308311,0
1761478351.0231,144,1,0.0101,180.839974,1056,12.3,0,0,256991,306162,0
1761478351.49719,147,1,0.0102,206.321847,1062,15.5,0,0,260317,311982,0
1761478352.0411658,145,1,0.0115,192.902203,1062,18.4,0,0,258933,309836,0
1761478353.022926,148,2,0.0207,197.621032,1074,15.0,0,0,262479,314085,0
1761478353.0570886,146,1,0.0102,191.862422,1068,11.4,0,0,260319,311390,0
1761478353.5942361,147,1,0.0299,203.484072,1074,19.4,0,0,261705,312945,0
1761478354.5388649,149,1,0.0106,201.615356,1080,11.3,0,0,263865,315645,0
1761478355.0617735,150,1,0.0142,194.889643,1086,11.9,0,0,265250,317199,0
1761478355.1261299,148,2,0.0201,187.996897,1086,11.3,0,0,263866,315048,0
1761478357.1244311,151,2,0.0311,179.835215,1098,16.5,0,0,268034,321482,0
1761478357.1622376,149,1,0.0117,187.997052,1092,16.4,0,0,265875,318793,0
1761478357.6507645,152,1,0.0102,197.913517,1104,22.3,0,0,269420,323038,0
1761478357.6951442,150,1,0.0116,206.683278,1098,20.4,0,0,267260,320348,0
1761478358.2178667,151,1,0.0101,200.626187,1104,24.0,0,0,268646,321903,0
1761478359.1738958,153,1,0.0103,201.133155,1110,23.0,0,0,270805,324592,0
1761478359.233009,152,1,0.0103,188.328394,1110,19.5,0,0,270032,323458,0
1761478360.6883829,154,1,0.0102,206.911146,1116,6.7,0,0,272191,326147,0
1761478361.2263048,155,2,0.0222,199.317009,1128,15.2,0,0,274353,328250,0
1761478361.2644687,153,2,0.0204,198.28787,1122,10.2,0,0,272193,325561,0
1761478361.7941542,154,1,0.0243,199.010175,1128,35.8,0,0,274201,329308,0
1761478363.253096,156,1,0.0138,202.031829,1134,17.1,0,0,276360,331992,0
1761478363.3498898,155,1,0.0102,186.276219,1134,9.4,0,0,275587,330862,0
1761478363.7832115,157,1,0.0116,195.335727,1140,13.3,0,0,277745,333546,0
1761478364.3683958,156,1,0.0103,206.867628,1140,18.4,0,0,276973,332416,0
1761478365.316302,158,2,0.0202,197.618423,1152,14.6,0,0,279906,335649,0
1761478365.3967113,157,2,0.0202,188.230089,1152,9.8,0,0,279135,334519,0
1761478366.8311265,159,1,0.0101,196.696513,1158,9.3,0,0,281915,339391,0
1761478367.3559268,160,1,0.0172,196.431218,1164,12.4,0,0,283301,340946,0
1761478367.4294496,158,2,0.0238,187.868792,1164,12.7,0,0,281852,338748,0
1761478369.3970008,161,2,0.0201,212.955397,1176,15.1,0,0,285462,343048,0
1761478369.461872,159,2,0.0201,199.439245,1176,12.4,0,0,284014,340856,0
1761478369.92384,162,1,0.0218,191.241506,1182,14.4,0,0,286848,344605,0
1761478370.489112,160,1,0.0101,186.58082,1182,19.8,0,0,285400,342413,0
1761478371.4449904,163,1,0.0101,193.8373,1188,15.7,0,0,288856,348338,0
1761478371.5072663,161,1,0.0101,196.01774,1188,11.4,0,0,286785,343967,0
1761478372.974163,164,1,0.0101,179.09947,1194,31.6,0,0,290241,349890,0
1761478373.5060296,165,2,0.0252,194.263991,1206,44.7,0,0,292401,351990,0
1761478373.559325,162,3,0.0355,190.647494,1206,37.1,0,0,290346,348797,0
1761478375.5340056,166,1,0.0102,192.136109,1212,25.3,0,0,293787,353548,0
1761478375.5901034,163,1,0.0105,192.527067,1212,23.5,0,0,291666,350288,0
1761478376.0514028,167,1,0.0102,196.032884,1218,35.6,0,0,295172,355103,0
1761478376.6128855,164,1,0.0136,197.790243,1218,37.2,0,0,293053,351843,0
1761478377.5788825,168,2,0.0203,190.275647,1230,39.4,0,0,297954,359387,0
1761478377.6418247,165,2,0.0203,190.177535,1230,38.3,0,0,295837,356131,0
1761478432.573784,1,3,0.0303,187.091643,18,93.5,0,0,8879,2786,0
1761478432.8858862,1,3,0.0311,195.386839,18,99.6,0,0,8175,2716,0
1761478434.6197574,2,1,0.0105,215.156981,24,76.5,0,0,12083,4456,0
1761478434.9322584,2,1,0.0101,193.491303,24,68.9,0,0,11337,4388,0
1761478435.6410637,3,1,0.0102,201.4453,30,36.3,0,0,13538,6006,0
1761478435.9468122,3,1,0.0102,195.176356,30,35.7,0,0,12721,5939,0
1761478436.6667938,4,2,0.0202,198.414131,42,29.2,0,0,16535,9859,0
1761478436.9755173,4,2,0.0202,195.22411,42,28.2,0,0,15823,9900,0
1761478438.6996806,5,2,0.0203,188.843907,54,28.7,0,0,18908,11960,0
1761478439.0148005,5,2,0.0204,198.22429,54,28.5,0,0,17983,12000,0
1761478440.7292707,6,2,0.0202,190.98645,66,17.0,0,0,21206,14062,0
1761478441.0500324,6,2,0.0202,192.944709,66,14.2,0,0,20282,14101,0
1761478441.7453198,7,1,0.0105,208.150998,72,22.4,0,0,23564,17767,0
